oneflow.mul,https://oneflow.readthedocs.io/en/master/generated/oneflow.mul.html
oneflow.neg,https://oneflow.readthedocs.io/en/master/generated/oneflow.neg.html
oneflow.negative,https://oneflow.readthedocs.io/en/master/generated/oneflow.negative.html
oneflow.pow,https://oneflow.readthedocs.io/en/master/generated/oneflow.pow.html
oneflow.reciprocal,https://oneflow.readthedocs.io/en/master/generated/oneflow.reciprocal.html
oneflow.round,https://oneflow.readthedocs.io/en/master/generated/oneflow.round.html
oneflow.round_,https://oneflow.readthedocs.io/en/master/generated/oneflow.round_.html
oneflow.rsqrt,https://oneflow.readthedocs.io/en/master/generated/oneflow.rsqrt.html
oneflow.selu,https://oneflow.readthedocs.io/en/master/generated/oneflow.selu.html
oneflow.softmax,https://oneflow.readthedocs.io/en/master/generated/oneflow.softmax.html
oneflow.softplus,https://oneflow.readthedocs.io/en/master/generated/oneflow.softplus.html
oneflow.softsign,https://oneflow.readthedocs.io/en/master/generated/oneflow.softsign.html
oneflow.silu,https://oneflow.readthedocs.io/en/master/generated/oneflow.silu.html
oneflow.sigmoid,https://oneflow.readthedocs.io/en/master/generated/oneflow.sigmoid.html
oneflow.sign,https://oneflow.readthedocs.io/en/master/generated/oneflow.sign.html
oneflow.sin,https://oneflow.readthedocs.io/en/master/generated/oneflow.sin.html
oneflow.sinh,https://oneflow.readthedocs.io/en/master/generated/oneflow.sinh.html
oneflow.sin_,https://oneflow.readthedocs.io/en/master/generated/oneflow.sin_.html
oneflow.sqrt,https://oneflow.readthedocs.io/en/master/generated/oneflow.sqrt.html
oneflow.square,https://oneflow.readthedocs.io/en/master/generated/oneflow.square.html
oneflow.sub,https://oneflow.readthedocs.io/en/master/generated/oneflow.sub.html
oneflow.tan,https://oneflow.readthedocs.io/en/master/generated/oneflow.tan.html
oneflow.tanh,https://oneflow.readthedocs.io/en/master/generated/oneflow.tanh.html
oneflow.trunc,https://oneflow.readthedocs.io/en/master/generated/oneflow.trunc.html
oneflow.floor_divide,https://oneflow.readthedocs.io/en/master/generated/oneflow.floor_divide.html
oneflow.lerp,https://oneflow.readthedocs.io/en/master/generated/oneflow.lerp.html
oneflow.lerp_,https://oneflow.readthedocs.io/en/master/generated/oneflow.lerp_.html
